pathway	F1052	F1168	F1187	F1189	F1195	F1256	F1257	F1262	F1282	F1290	F1320	F1330	F1345	F1357	F1378	F1385	F1413	F1452	F1544	F1555	F1559	F1581	F1685	F1690	F1728	F1774	F1909	F1915	F1920	F1929	F1962	F1975	F1977	F1978	F1996	F2029	F2113	F2118	F2130	F2141	F2185	F2222	F2281	F2299	F2302	F2366	F2395	F2449	F2465	F2468	F2501	F2504	F2507	F2516	F2575	F2628	F2632	F2716	F2741	F2811	F2869	F2881	F2919	F2946	F2953	F2956	F2971	F2974	F2976	F3016	F3058	F3071	F3144	F3188	F3211	F3263	F3309	F3344	F3352	F3395	F3436	F3484	F3547	F3560	F3580	F3627	F3645	F3701	F3754	F3784	F3829	F3856	F3936	F3965	F3968	F4013	F4031	F4053	F4071	F4128	F4186	F4214	F4225	F4369	F4398	F4446	F4451	F4455	F4466	F4484	F4526	F4541	F4547	F4551	F4557	F4611	F4637	F4660	F4670	F4675	F4678	F4693	F4697	F4706	F4730	F4789	F4820	F4876	F4909	F5018	F5026	F5029	F5034	F5071	F5084	F5201	F5210	F5224	F5285	F5292	F5294	F5326	F5352	F5357	F5362	F5374	F5414	F5423	F5429	F5430	F5457	F5467	F5494	F5502	F5522	F5618	F5620	F5663	F5723	F5804	F5808	F5845	F5875	F5901	F5911	F5938	F5976	F5995	F6014	F6091	F6100	F6104	F6135	F6161	F6178	F6186	F6222	F6273	F6306	F6336	F6365	F6404	F6413	F6445	F6490	F6503	F6580	F6601	F6615	F6661	F6682	F6730	F6736	F6828	F6852	F6893	F6901	F6928	F6970	F7003	F7083	F7123	F7160	F7192	F7218	F7222	F7230	F7249	F7276	F7285	F7322	F7356	F7366	F7381	F7390	F7411	F7413	F7414	F7437	F7442	F7445	F7468	F7477	F7494	F7500	F7536	F7589	F7610	F7642	F7762	F7763	F7867	F7901	F7927	F7945	F7947	F8018	F8038	F8055	F8078	F8096	F8102	F8103	F8110	F8133	F8220	F8230	F8334	F8394	F8443	F8577	F8631	F8644	F8790	F8819	F8854	F8922	F8948	F8958	F8977	F9004	F9052	F9080	F9125	F9138	F9155	F9160	F9272	F9349	F9410	F9437	F9456	F9476	F9484	F9487	F9493	F9523	F9537	F9549	F9556	F9567	F9598	F9602	F9630	F9646	F9653	F9674	F9739	F9747	F9751	F9759	F9817	F9846	F9848	F9856	F9921	F9938	F9952	F9955	F9959
14DICHLORBENZDEG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	1.3083832335329342	0.0	0.0	0.0	0.0	0.0	0.0	0.7692307692307692	0.0	0.0	1.5951241810147798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5313092979127135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0663946497676169	0.0	0.0	0.0	0.0	1.302325581395349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0578128242373936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7747634069400631	0.0	0.0	0.0	1.3158858937450928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.119689823327205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.646153846153846	0.0	1.763779527559055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7652173913043478	0.0	12.019685577580312	0.0	1.3279999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0615199034981906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1405756731662025	0.0	0.0	0.7976387249114522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5303695470964157	0.7997093445720099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.849309245483528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0596026490066226	0.0	0.0	0.0	0.0	0.0	0.0	1.528730512249443	0.0	0.5325925411486909	0.0	2.9266564582212475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7499999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0126582278481011	0.0	0.0	2.096069868995633	0.0	0.0	0.0	0.7990708478513355	0.0	0.0	0.7922405431619787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.862914896060641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0316742081447963	0.0	0.0	0.0	0.0	11.13557929334429	0.0	0.0	0.0	3.6889530440689473	2.3153936545240894
1CMET2-PWY	5655.545878023834	6571.158337013704	4531.29348597411	7160.777016666715	2611.800960022317	7571.833917101658	3889.0272129159057	11075.199168537325	8347.346508526918	10162.558997791624	5920.641973607074	6382.80068596302	11409.227773245577	5838.556290562455	7024.468070785149	4899.754038715592	5474.771238137318	12823.10879397446	7213.0554897791235	6863.134808223897	2824.957947521014	3505.8338891043422	4436.659554545582	4136.364053599754	4847.722422700338	7384.130940960913	8773.40916881741	7617.816554608992	7629.046840086972	8658.666632447033	3373.2324664771672	10109.42002578281	8313.339947153656	11595.461604245711	9000.705829186652	5692.959484965362	5343.907713312397	5021.411096812187	5785.181785921676	6695.900356658918	4932.832862475753	7980.157601861678	6559.9648500359035	5784.048204437339	7749.070043248219	5419.2117759789835	6033.400990879109	8456.511370201904	9475.641766431405	6674.028425817057	5847.780423903039	6245.782527004871	2747.496950350114	4420.5782108472	7058.465671954025	7827.302448489533	6633.02972703427	8869.629375965063	8591.342685228243	8093.4636942972365	7696.794745574179	9391.094849976085	1990.9333195439103	6884.757343845513	5108.727862337747	6392.329589236747	7761.1173650692535	5873.857980819521	4570.532180067902	6592.441350554079	4410.63608379252	5301.619146518508	8239.589266091882	11592.013536317007	7424.773099072997	5031.688254011738	6391.581518800878	6980.315820117162	6852.885883666628	7349.195348278781	8280.517502854284	7148.178978110765	8455.216427747535	11229.70719804308	4737.393191552347	6718.608990972066	7426.695071439624	2460.998553936831	6520.844965683041	4925.29813301249	4824.413140885525	5960.735425475525	6133.785088337232	9963.78624496167	8266.389342384904	6067.870210709522	5027.202890587061	5207.4241969767245	13641.234484195993	8258.049972560279	8078.390539112576	5435.478834945356	6353.102921813346	8039.95955548629	8231.079826791152	6193.6741146139675	5346.050114631081	4457.298429190531	2341.643191751373	6866.005789129384	7987.687118992478	9532.592011900724	8778.283432437593	7556.890014808992	9454.829239872388	9366.61818040303	5911.026853091929	9213.707468440427	9150.375970184321	7957.491956443858	5152.856356835384	6916.684280129604	6461.569530958368	6230.920089313185	11468.301164001485	7252.645375937469	6582.6710452235475	6290.424620901611	2733.5495060930684	5232.569269654595	4971.747248363299	9951.653627512193	6269.736255101264	6606.19046492177	5597.5503056296775	8564.170659578513	8873.834846548541	2834.408038581436	5907.069282410794	7286.373119442402	3140.0974177942226	4984.05676323065	5038.941249726283	5130.618871484498	7449.201572135613	3347.0473406689475	8320.406443597836	5220.763860779328	5802.490893748468	3689.2423255227227	6095.676449103781	9390.102986538708	8635.888711815298	7613.846781855397	6280.837073586604	7084.163574175689	4730.274965075194	8977.517269061687	4404.10047934901	6607.341142197408	4576.148176925626	3194.093150867421	7145.065635160813	8642.55812005084	6015.411593323713	6397.4667814054665	7622.68857566888	7679.104076142448	3822.0643134625543	9237.793340362257	6595.687974832047	10832.415486048509	8571.209864417553	6069.573082490468	8619.432782259697	9672.95137448882	11082.560439628693	7179.393010361019	4501.181368017479	5954.6560548350435	5822.235081250873	7380.801947537439	5242.689744450649	2036.5209689220374	9035.358776344168	4732.601055763451	6167.874106772271	7603.171204898566	3557.5793418005173	8200.491954430787	6362.313295549167	4048.3141100697994	3733.975081519533	7851.663920034396	9645.914636354166	7667.467647289438	6277.869870682215	6652.358749137975	8405.805826112324	7009.789188877374	2641.23099446125	6751.528656673863	2716.331039696997	2871.9728990904314	6585.793064525553	9900.74073232311	5048.500388735283	4920.563920839291	5300.542565176055	4650.979769192383	11679.450393829975	2976.758062165644	5509.910022188917	5660.741939777253	5914.621818677494	4932.881067389826	7131.407299024663	7217.193266807904	7041.633970760712	13738.190619471165	7212.803484910636	5455.17847617152	4249.5147735879755	6027.776080776186	6279.669387748166	10559.346083774377	7990.791122974433	8570.191419235061	1309.4146341168869	11857.045890933572	6145.523334882693	8391.17588461982	3180.2943649156873	4547.061720243155	7657.5328511609305	6594.182095117081	6473.405131373092	4133.6335100445785	6988.81310986723	6816.525998548473	11307.06447245088	6064.753449435158	3884.926438302154	8430.08322093987	6671.218721409285	3827.6901235468804	4080.46362402095	5736.250260133311	7172.28649996006	11421.947458057024	9946.570935893953	6973.8561510591035	7488.796519912715	3921.4366250301164	5888.764584561352	9332.055467219812	8971.023183358877	8244.209839720617	9143.99762068848	5219.554580189415	6367.05808016008	3197.540330272204	7345.6974197160525	3410.694045351338	9432.181353953418	8711.978233439537	6005.442389380492	3654.311239797236	8511.357266387944	7667.999123097652	7654.1631900673465	3428.9853656446553	8864.775997987093	6943.867971445258	9828.074581993553	7236.596791523761	11249.408729091343	6626.772819781274	8167.568779711805	9549.129707181475	4741.382289049096	10745.513462686427	6954.185016364044	5133.792437818549	8843.843895993208	8550.974351762348	4294.866515301482	4495.759708984653	3826.621977424336	12433.56609927364	6877.988481422319	5539.421679234179	8237.6051920245	9741.317292216116	6092.414938570245	6125.670506987065	8712.944127499291	11384.49574644522	6526.761461861909	11288.555648286718
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	6.593644321620688	0.0	0.0	0.0	0.0	0.0	1.3699078663725834	0.0	0.0	0.0	206.1837945220805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8271759503113536	0.0	0.0	0.0	0.0	12.144953517730055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363.40282935846903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.99874906608065	0.0	0.0	0.0	0.0	0.0	6.311503410879794	0.0	0.0	0.0	30.845339744729984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.176227454174497	0.0	0.0	0.0	4.204385015629407	0.0	0.0	0.0	0.0	0.0	0.0	58.84262886850385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	598.2967436949027	0.0	0.0	0.0	6.864219271120283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.501638410909747	0.0	0.0	0.0	0.0	0.0	118.77675421287836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.36418032830135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.935169260996034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.692446308786515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4-HYDROXYMANDELATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.884071743640306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6143162796345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.521890211207287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AEROBACTINSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	116.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.073642956794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	1.8800000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	2.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALLANTOINDEG-PWY	5.8735646889271855	120.41653577793328	0.0	1.4079353882631516	0.0	21.286866176531092	32.347097710071594	43.627531705773144	36.37029377735454	53.98731040271852	124.91424438896469	469.5557639726095	104.89338054157695	0.0	182.77120535340572	42.44516016228535	0.8586684475687637	74.07406451625324	69.92082373853223	467.5876892264628	23.576119910420644	16.952926624197687	0.0	0.0	2.796237269105606	5.8692774740536855	0.0	0.0	157.96400123459944	22.23830833007008	0.0	11.499682191503059	73.59695000098944	37.08340680172213	0.0	16.056113408151212	0.0	13.08017096496242	0.0	10.275785582676772	35.53701743804598	26.040767139393054	0.0	12.299793918260388	26.78526866900989	25.497049159289556	26.762848320315978	13.547488396819489	179.0080896268223	178.58780289850102	433.47386460255626	64.8711957769838	0.0	17.68615204816241	12.79859049734761	0.0	1.9629013237178605	0.0	19.28658400382954	17.3705443003995	0.0	105.54647511391471	0.0	11.90328421783905	0.8520030967226425	7.919729022870041	279.0195770306358	0.0	76.34637223974764	17.36994283044517	0.0	0.0	5.919050537456604	34.90097952445665	34.32405293225242	0.0	0.0	21.45158504340561	9.65463264801326	20.449590311007277	63.39476405845657	2.8190908765436524	6.671152853511066	0.0	28.30411851687122	7.541639668168699	18.420960556359834	0.0	0.0	25.90241454814844	118.63768233226516	22.18535741888157	22.858428804295492	0.0	3.1005744056215216	14.618526236642163	15.903558829247023	58.11156756318236	1.1342715947493582	7.581140641485497	37.74370160696978	15.613253266542811	22.922941104884156	1332.4490795467673	0.0	21.163598289852544	0.0	19.316103754580137	65.85538306688493	1.991678837410945	7.849094139828459	0.854068140656586	0.8540625173394615	37.20787750371659	13.494597204822004	13.804467769163711	27.28767637274967	20.549686974983075	43.565609735663614	0.0	0.0	4.634861948233711	27.06515427074633	0.0	0.0	77.30464916573561	14.40857736126134	3.8959752685516915	7.673812024458034	19.578997743590335	17.103219042286355	0.0	27.288285831801268	10.179591268817022	38.19948796003648	21.258925178902665	0.0	8.35330761330159	0.0	35.2713275152939	9.291664333564205	10.86870007780169	9.816541097443366	0.0	44.31114398981523	0.0	13.44154689223313	24.937642240867394	24.913558507852397	899.5970043646473	22.153256263534804	28.555595715830435	17.04897159294671	11.629129382383208	0.0	130.0086681800718	0.0	11.23644530331865	0.0	0.0	0.0	5.576204342333901	15.132294190013571	28.499102450885466	11.140043622393176	0.0	27.293603724878896	0.0	25.227398851156245	48.74100773984312	1.9767771119132114	84.93434374691891	22.281633439433822	1.6834223896902052	44.2582641482512	8.022830614607622	0.0	646.9276027396047	0.0	0.0	101.07547464081286	2.26184946146001	7.305775053804953	5.036881484354656	51.563391004696975	0.0	15.358458778875598	9.519975776143063	26.96962043851131	33.667616864633956	0.0	2.266428312084197	9.670128448653978	38.62302311552095	509.5127032586348	39.062249022646526	3.8210064811284794	0.8545170822014192	360.81500929845305	23.310770894657406	18.12513674700921	6.750975417583891	13.457789979409748	67.49313143072247	16.364548872523464	0.0	7.698122274517128	48.79568894728338	46.06656826745997	0.0	9.77373977808222	17.637944930092118	104.64550542744244	0.0	35.7730984804397	1.7116225510042635	7.74996867696843	390.05803908270104	18.305762077294638	30.981882046425213	0.0	11.654395396213424	0.0	0.0	17.439612725385743	41.03694924827137	26.678220707649626	0.0	10.366243623127042	80.62277322373052	3.6649725021683603	13.513592951583059	36.586514319118685	10.034619305055786	63.58526973256913	26.054398393810622	200.89090353617652	0.0	98.70000728014166	1.712386129024993	243.42339433623803	0.0	0.0	0.0	0.0	2.362342912666847	8.083403689470295	12.459558625254768	51.82561669403475	24.126318173189954	19.550172669309546	0.0	20.982319362357988	16.907265517339326	45.861429850935316	1.9897447277280687	5.937303310148589	1.9840517781744558	24.309203658338774	1.1048464225838972	4.226527514190896	18.547202703437556	64.82284052820741	116.89605192467958	47.7519225887495	8.788390984584248	5.912520304170385	25.5049582501451	45.81863178692487	1.4135740031620077	0.0	7.664651259301856	0.0	11.015311078585677	70.53401755364744	0.0	450.7505690074748	0.0	36.66898703159218	0.0	0.0	14.268933097998707	0.0	268.31650777161747	0.0	15.92591180663548	39.74831785943066	12.402069196033489	2.122502456367217	22.28645514677203	15.105214489368516	0.0	0.0	7.254642735776713	320.43462757745755	11.331577461268209	59.11232506160058	22.280040007380133	34.48613082403473	23.50681861377609
ANAEROFRUCAT-PWY	5065.615294568663	6471.187792835524	4123.525022560173	6599.498764899854	992.4456769397297	6810.531745908962	4232.978120173198	8707.008296252767	8334.05551903131	9749.885103657609	5321.130523766193	5575.4744093945865	10085.481673189592	5507.053755654212	2698.2567397860976	4407.903565496927	5788.972529173027	8447.055441266479	5997.037513847988	6303.958703213243	2375.448693561618	3314.9428450892065	3966.974780075194	1801.2306696531396	4321.588843426885	6582.792039688711	6625.209468732097	5940.349764321107	7172.022843903359	4985.797502420879	1844.030756429229	8897.036800489008	6627.210243901998	12510.595393412528	8814.293299920017	5705.708055639603	4822.863734939823	3649.163858810226	1962.744825310854	6044.09575307233	3140.767439404601	2189.9954415235193	5934.097103149237	5402.376308818461	8261.125343758333	3398.0093518880103	6374.7455151434	7563.187550076464	8580.270209452841	6214.544157863325	6002.624551901858	6124.6677381269965	2616.309191616085	3454.26118335935	5671.011184959653	4841.7607528759145	3958.297655356266	6992.381736430972	8226.490830469718	7698.88970393233	7867.196242639268	7917.05003560817	1841.9863812562298	5260.257866726645	4870.4780150953	4057.0746637153784	6946.528465348163	4608.365573487598	2462.0764832744126	5605.995830516172	1754.5741718275108	4314.432081717814	7105.0243992450505	9788.4240939792	7318.835527759613	4423.157465929899	6203.967063813306	2112.9953020322146	4110.7019822325365	6445.297641890721	7746.00400479783	6468.32120710716	6394.631605496057	2411.4794788413706	5006.213053586533	5805.794728052584	3218.7708857194043	391.2524512932641	4542.8818503983875	3216.117749864363	3603.522346061565	5604.0510872024915	6477.174074438936	6137.072892145477	5152.191077163669	5518.615492977409	4844.562192751417	2497.4635451442005	8421.385782257761	5942.285366148666	7753.438443862395	5808.647638570515	5153.4337259526965	5479.114198174674	5773.483618757176	4872.436446840545	4272.913494972084	4078.1239673545156	2182.2501930406506	6593.664829461379	7581.4334517307425	8604.149526058747	6420.512945407215	5969.2346552384015	9294.162286725907	7268.953170439479	4909.272596806168	8241.249972734173	6621.339123055085	7897.713286537325	5175.252889029699	4038.0846353186935	5528.061876385277	4832.0724803854	4145.681182151565	6668.5674085494165	6677.076044711994	4578.369312712986	2287.1164295983517	4468.103987869767	4687.181825158135	9009.371209871708	5478.224879866311	6106.4558592708745	4894.574939544084	7392.615010438402	6719.131698104179	3478.0724058381106	5633.212183962015	5666.726996048342	1690.0784577015977	4518.771769983882	3802.0653454594235	3248.934859528164	6515.485957705371	2504.170355232918	6231.902058878068	4388.432448916319	6199.111655346733	3689.1880477135387	4587.648258972569	3204.3008567226925	6484.33466908599	6024.176281340201	5917.28075796311	5613.3551643890305	4804.930846630441	7434.295560903566	5157.449992922246	6793.883573267402	4270.5001116811645	2780.1421621625263	5449.400365975834	7509.569499260697	5912.861403899481	4344.477977932485	6436.965464494216	2462.6251283293227	4060.9040461172767	7796.016019698671	5419.654860950249	8460.81755025887	7526.625071676877	5427.881177468397	7519.994609260759	7034.498361335427	9495.337255452272	5625.759239814335	4279.387602529803	5039.313590716062	3815.494227179333	7080.420205377519	5629.207798530767	2247.3314835184324	9473.899243105589	3843.637563830346	5339.3144985164945	3981.7589182108386	3093.1387422088096	7752.317323429439	6380.41898464946	3840.1949143784527	2746.2023596471126	4676.728192527473	7211.183588834738	8042.04770359851	4269.449067136848	5144.199713432576	6786.202648932206	5382.418634445576	1991.1615232903246	5317.487056746916	2253.6950097661716	1328.7197208131724	5229.949976627455	9529.941229173535	2949.6974499948806	3730.385476769591	5088.025455200387	3254.8044469544707	9162.620280075724	2546.888119818581	4031.041871061735	3841.089017323602	4719.230416488445	3768.40671828999	6092.368083916284	6568.350911793928	5605.014167281456	2103.289771666544	4870.40290299019	3618.164015573984	3790.377096423136	1640.981175489211	4209.341434752503	9876.554280889612	7143.378032367781	5783.636528417175	1111.1574561571172	8999.551205792855	6986.842009029203	6722.949900582106	2988.7790436000396	3663.1559265271635	6157.088042847004	6909.518494533572	5748.953845396919	3766.0999140261024	3176.184219140584	6172.907098403125	8784.834870814771	6026.811834780626	3313.2880809138906	1699.440725883911	5105.096705491965	3181.3340389362693	3416.8701513669366	3874.031835151668	5553.589400777756	10572.349233120847	10205.49018167141	5822.015420501142	5014.190382395821	2450.6989172737563	5129.604603082226	7971.133890781845	4682.9696438485435	5341.726062168557	7748.4697173239265	2942.6648802500176	4979.4521591180555	3020.2883801339494	6273.792532241641	1654.987794404537	8370.544497640929	4222.049251080284	6188.2170053749805	3245.3760534077346	6282.624819229353	6818.4839619953755	838.4997858890599	2568.2300381140503	8608.493326764472	5448.077326651979	6735.148986007968	5628.59008365338	8848.879269028275	5248.662281297065	7146.1261736937295	7011.057706554832	3880.3559382293083	10543.514917171542	4907.722106465519	4540.912425259759	5744.340502531074	7772.4059219285255	3493.1353388683733	2462.79950278301	3073.9023129609964	8646.804408472264	5112.586046719	3304.3489968672548	3948.4643574234865	10089.353039244026	5856.541159631945	3116.7036033548834	8296.95909201161	10080.958163552554	4435.981805830744	7184.622733556386
